group_id,year,month,interval_count_in,interval_count_out,total_count_in,total_count_out,zero_count_intervals_in,zero_count_intervals_out,max_interval_count_in,max_interval_count_out,min_interval_count_in,min_interval_count_out,mean_interval_count_in,mean_interval_count_out,weather_hours_available,avg_temperature_2m,min_temperature_2m,max_temperature_2m,avg_relative_humidity_2m,total_precipitation,total_rain,total_snowfall,avg_cloud_cover,avg_wind_speed_10m,most_common_weather_code,station_to_weather_grid_km,bike_crash_count_1km_grouped,bike_crash_happened_1km_grouped,month_sin,month_cos,total_count_in_lag1,total_count_in_lag2,total_count_in_roll3_mean,total_count_in_roll6_mean,total_count_in_roll3_std,total_count_out_lag1,total_count_out_lag2,total_count_out_roll3_mean,total_count_out_roll6_mean,total_count_out_roll3_std,mean_interval_count_in_lag1,mean_interval_count_in_lag2,mean_interval_count_in_roll3_mean,mean_interval_count_in_roll6_mean,mean_interval_count_in_roll3_std,mean_interval_count_out_lag1,mean_interval_count_out_lag2,mean_interval_count_out_roll3_mean,mean_interval_count_out_roll6_mean,mean_interval_count_out_roll3_std,zero_count_intervals_in_lag1,zero_count_intervals_in_lag2,zero_count_intervals_in_roll3_mean,zero_count_intervals_in_roll6_mean,zero_count_intervals_in_roll3_std,zero_count_intervals_out_lag1,zero_count_intervals_out_lag2,zero_count_intervals_out_roll3_mean,zero_count_intervals_out_roll6_mean,zero_count_intervals_out_roll3_std,avg_temperature_2m_lag1,avg_temperature_2m_lag2,avg_temperature_2m_roll3_mean,avg_temperature_2m_roll6_mean,avg_temperature_2m_roll3_std,total_precipitation_lag1,total_precipitation_lag2,total_precipitation_roll3_mean,total_precipitation_roll6_mean,total_precipitation_roll3_std,avg_wind_speed_10m_lag1,avg_wind_speed_10m_lag2,avg_wind_speed_10m_roll3_mean,avg_wind_speed_10m_roll6_mean,avg_wind_speed_10m_roll3_std,avg_cloud_cover_lag1,avg_cloud_cover_lag2,avg_cloud_cover_roll3_mean,avg_cloud_cover_roll6_mean,avg_cloud_cover_roll3_std,bike_crash_count_1km_grouped_lag1,bike_crash_count_1km_grouped_lag2,bike_crash_count_1km_grouped_roll3_mean,bike_crash_count_1km_grouped_roll6_mean,bike_crash_count_1km_grouped_roll3_std,bike_crash_happened_1km_grouped_lag1,bike_crash_happened_1km_grouped_lag2,bike_crash_count_1km_grouped_roll3_sum,bike_crash_count_1km_grouped_roll6_sum,total_count_in_change_lag1,total_count_out_change_lag1,avg_temperature_2m_change_lag1,total_precipitation_change_lag1,in_out_ratio,in_out_ratio_lag1,total_count_sum,total_count_sum_lag1,bike_crashes_per_1000_cyclists_lag1,group_avg_bike_crash_count_history,group_avg_total_count_in_history,group_avg_total_count_out_history,target_bike_crash_count_next_month_1km_grouped,target_bike_crash_happened_next_month_1km_grouped,predicted_probability,predicted_label,group_name,gemeente,group_lat,group_long,member_site_count,member_site_ids
11,2024,11,2880.0,2880.0,3512.0,3811.0,1525.0,1393.0,24.0,26.0,0.0,0.0,1.2194444444444446,1.3232638888888888,720.0,7.047430555555555,-2.0,17.15,86.07984586527778,57.1,53.89999994,2.24000004,78.11111111111111,11.975990266875,3.0,3.3052204711940285,1.0,1,-0.5000000000000004,0.8660254037844384,6232.0,6442.0,6148.666666666667,5969.666666666667,342.6854728950861,6531.0,6596.0,6320.666666666667,6167.5,421.8534500668725,2.1638888888888888,2.1646505376344085,2.089351851851852,2.039133437873357,0.1297621011769389,2.267708333333333,2.216397849462365,2.1482638888888888,2.1070097819593787,0.1644610438996633,1198.0,1052.0,1119.3333333333333,1150.3333333333333,73.65686209263417,1146.0,1022.0,1073.6666666666667,1123.3333333333333,64.53164598345052,15.727847222222222,19.88810483870968,18.043915023894865,15.959781212664277,2.1198909134071604,86.9,72.1,76.56666666666665,99.7,8.976264999058932,12.291908212916663,10.51546804858871,11.256423042813616,11.643249911294054,0.92411900355766,58.85138888888889,58.098118279569896,60.87653823178017,66.30005973715652,4.177027966431038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2720.0,-2720.0,-8.680416666666666,-29.800000000000004,0.9215429021254264,0.9542183432858674,7323.0,12763.0,0.0,0.1333333333333333,3541.55,3950.983333333333,0.0,0.0,0.09780360915479835,0,Bilzen,Bilzen,50.86015,5.50161,1,21
12,2024,11,5760.0,5760.0,20410.0,25037.0,3004.0,2011.0,83.0,94.0,0.0,0.0,3.5434027777777786,4.346701388888889,720.0,7.264722222222223,-0.55,17.75,86.3271319875,67.8,63.60000005,2.9400000100000008,79.1361111111111,11.740525270930556,3.0,4.850220908451066,0.0,0,-0.5000000000000004,0.8660254037844384,26066.0,21861.0,23639.0,24759.33333333333,2176.328789498512,31791.0,26449.0,26363.33333333333,24604.33333333333,5471.003046364853,4.525347222222222,3.672883064516129,4.020265830346475,4.231865106033453,0.4475772866621426,5.519270833333334,4.443716397849462,4.4886704749103945,4.205436081242532,1.0088747592711014,2814.0,2772.0,2873.0,2953.1666666666665,140.14635207525063,1721.0,1807.0,2158.333333333333,2553.0,684.3576063238672,15.717361111111112,19.63447580645161,17.90162037037037,15.836902628434885,1.99719076274596,110.7,74.2,92.43333333333334,105.75,18.250022831035945,13.62610842233333,11.862044123897851,12.555948702820784,13.044900562542187,0.9402960493210072,59.230555555555554,60.206989247311824,61.72918160095579,66.11008064516129,3.516189860796732,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,1.0,-5656.0,-6754.0,-8.452638888888888,-42.900000000000006,0.8151935135998722,0.8199175867383851,45447.0,57857.0,0.0,0.3333333333333333,20431.916666666668,18935.33333333333,0.0,0.0,0.22052152889998075,0,Brasschaat 2,Brasschaat,51.275075,4.471955,2,"2,3"
13,2024,11,5760.0,5760.0,8038.0,176.0,2988.0,5607.0,44.0,4.0,0.0,0.0,1.3954861111111112,0.0305555555555555,720.0,7.248402777777779,-0.55,17.7,86.26231986944444,69.6,61.69999984399999,5.53000001,78.83611111111111,12.30208193422222,3.0,5.265163489847196,0.0,0,-0.5000000000000004,0.8660254037844384,13127.0,15884.0,14175.333333333334,13284.5,1492.4115830873618,358.0,464.0,372.3333333333333,354.1666666666667,85.40686935682238,2.2789930555555555,2.6686827956989245,2.4061137246117084,2.2670428240740743,0.2274296058186524,0.0621527777777777,0.0779569892473118,0.0632243130227,0.0604278673835125,0.0142272047392891,2429.0,2096.0,2301.333333333333,2400.5,179.5726408263054,5475.0,5596.0,5592.333333333333,5569.333333333333,115.54364254831492,15.69875,19.62305107526881,17.879444444444445,15.800050776583037,1.9983290644812133,112.5,63.9,89.3,108.3,24.374576919405115,13.712776347499998,12.156415815994622,12.741004406335122,13.202959995088634,0.8473474708604439,59.32222222222222,59.88172043010753,61.60830346475508,66.15561529271207,3.486311161124038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5089.0,-182.0,-8.450347222222222,-42.900000000000006,45.67045454545455,36.667597765363126,8214.0,13485.0,0.0,0.037037037037037,10823.407407407409,255.2962962962963,0.0,0.0,0.08237184990213349,0,Brecht teller 1,Brecht,51.357455,4.62426,2,"90,91"
14,2024,11,2880.0,2880.0,7576.0,6561.0,1471.0,1483.0,207.0,105.0,0.0,0.0,2.6305555555555555,2.278125,720.0,6.853472222222222,-1.75,17.35,86.70492340138888,65.5,57.699999924,5.4599999,75.82222222222222,12.453347170055556,3.0,4.06765995385609,0.0,0,-0.5000000000000004,0.8660254037844384,12402.0,8364.0,9252.333333333334,9327.333333333334,2812.753514500222,11320.0,8619.0,9087.666666666666,8847.666666666666,2038.8085573033463,4.30625,2.810483870967742,3.1552867383512555,3.190533527479092,1.0231080168542537,3.9305555555555554,2.896169354838709,3.095915471923536,3.024731182795699,0.7548552607135206,1218.0,1124.0,1169.3333333333333,1201.3333333333333,47.08856903042796,1122.0,1032.0,1095.6666666666667,1144.0,55.41058863911649,15.85958333333333,19.96364247311828,18.11513440860215,16.028539426523295,2.082087501803181,103.6,76.5,91.46666666666664,106.78333333333336,13.770378837683886,12.591074551527774,10.944012809408605,11.72052027524044,11.98686491040472,0.8275486073372547,56.75972222222222,58.733870967741936,60.02026583034649,65.6753733572282,4.059593934102608,1.0,3.0,1.6666666666666667,1.8333333333333333,1.1547005383792517,1.0,1.0,5.0,11.0,-4826.0,-4759.0,-9.006111111111107,-38.1,1.1547020271300106,1.095583038869258,14137.0,23722.0,0.0421549616389849,0.9230769230769232,9193.923076923076,7917.461538461538,0.0,0.0,0.38831607683891567,1,Bree,Bree,51.13679500160176,5.597669323604317,1,25
15,2024,11,2880.0,2880.0,11073.0,9624.0,962.0,865.0,102.0,58.0,0.0,0.0,3.8447916666666666,3.341666666666667,720.0,7.863472222222222,0.1,18.1,85.3406098236111,69.3,64.599999899,3.29,80.66527777777777,12.962929546486112,3.0,4.1494720440161785,0.0,0,-0.5000000000000004,0.8660254037844384,14055.0,12930.0,12816.0,12462.333333333334,1299.7549769091097,11693.0,11259.0,10807.666666666666,10490.833333333334,1177.750964055357,4.880208333333333,4.344758064516129,4.358926971326164,4.703005941552326,0.5143432990291144,4.060069444444444,3.783266129032258,3.675265083632018,3.971482244554077,0.4486623397947665,834.0,702.0,773.6666666666666,733.3333333333334,66.72580710140036,757.0,638.0,699.0,665.0,59.55669567731324,15.813194444444443,19.5067876344086,17.753591696535246,15.538623431899644,1.853898840894759,101.8,39.5,81.26666666666665,87.96666666666665,36.17268767085648,14.955536604833332,13.535641266129032,13.913001440759857,14.401060411712812,0.9142587260473022,63.02222222222223,60.795698924731184,63.435722819593785,66.86832437275986,2.869209014183894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2982.0,-2069.0,-7.949722222222223,-32.5,1.1505610972568578,1.2020011972975284,20697.0,25748.0,0.0,0.1166666666666666,9094.516666666666,8008.116666666667,0.0,0.0,0.15704106477187696,0,Brugge,Brugge,51.17416,3.20048,1,20
16,2024,11,2880.0,2880.0,12102.0,2175.0,813.0,1719.0,74.0,26.0,0.0,0.0,4.202083333333333,0.7552083333333334,720.0,7.976041666666666,0.3,18.35,84.8344819013889,75.3,72.900000324,1.6800000100000003,81.95694444444445,12.970569066847222,3.0,1.5398657994115967,0.0,0,-0.5000000000000004,0.8660254037844384,15244.0,15200.0,14325.0,14519.333333333334,1553.805328862025,4737.0,2972.0,3573.333333333333,7895.0,1007.9535372889524,5.293055555555555,5.10752688172043,4.870422640382318,4.959735289725209,0.5788307688478702,1.6447916666666669,0.9986559139784946,1.2184027777777775,2.698607377538829,0.3693217399847017,758.0,702.0,722.6666666666666,736.5,30.74627348693483,1318.0,1489.0,1416.0,1122.3333333333333,88.19863944528858,15.838263888888887,19.318884408602152,17.65144190561529,15.47776844384707,1.744880778315805,107.0,40.8,83.36666666666666,93.53333333333336,36.938642819320414,14.562979645138888,13.066437391666666,13.53140562194594,14.112710820512843,0.8948135406493605,62.91666666666666,60.48118279569893,63.22267025089605,66.45236708482676,2.906595370527675,1.0,0.0,0.3333333333333333,0.6666666666666666,0.5773502691896258,1.0,0.0,1.0,4.0,-3142.0,-2562.0,-7.862222222222221,-31.700000000000003,5.564137931034483,3.2180705087608192,14277.0,19981.0,0.0500475451679095,0.9642857142857144,14380.892857142857,13026.5,0.0,0.0,0.23064645325420183,0,Brugge,Brugge,51.22632,3.24095,1,52
17,2024,11,5760.0,5760.0,1834.0,18209.0,5184.0,1748.0,79.0,43.0,0.0,0.0,0.3184027777777777,3.1612847222222222,720.0,7.976041666666666,0.3,18.35,84.8344819013889,75.3,72.900000324,1.6800000100000003,81.95694444444445,12.970569066847222,3.0,2.055502357518507,0.0,0,-0.5000000000000004,0.8660254037844384,4513.0,3407.0,3159.6666666666665,2193.0,1492.4507808746434,30592.0,32931.0,30333.33333333333,27821.0,2736.1853616546787,0.7835069444444442,0.5724126344086021,0.5392827807646355,0.3749887992831541,0.262362611906889,5.311111111111111,5.532762096774194,5.153434886499402,4.749473566308244,0.478081380803806,4706.0,4767.0,4862.666666666667,4967.333333333333,220.64526583032244,1513.0,1252.0,1400.3333333333333,1465.6666666666667,134.10567972063868,15.838263888888887,19.318884408602152,17.65144190561529,15.47776844384707,1.7448807783158036,107.0,40.8,83.36666666666666,93.53333333333336,36.938642819320414,14.562979645138888,13.066437391666666,13.531405621945938,14.112710820512843,0.8948135406493605,62.91666666666666,60.48118279569893,63.22267025089605,66.45236708482676,2.906595370527685,1.0,0.0,0.6666666666666666,0.8333333333333334,0.5773502691896258,1.0,0.0,2.0,5.0,-2679.0,-12383.0,-7.862222222222221,-31.700000000000003,0.1007194244604316,0.1475222280334728,20043.0,35105.0,0.0284859706594502,0.7777777777777778,1896.3703703703704,22901.0,1.0,1.0,0.3100526700458886,0,Brugge teller 1,Brugge,51.23019,3.22809,2,"53,54"
18,2023,10,2976.0,2976.0,91461.0,83978.0,21.0,18.0,286.0,280.0,0.0,0.0,30.732862903225808,28.218413978494624,193.0,10.982901554404144,7.65,14.8,88.07903999481866,41.7,41.7,0.0,80.39896373056995,16.624781681865286,3.0,1.5398657994115967,2.0,1,-0.8660254037844386,0.5000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.089106670794732,,175439.0,,,,,,2.0,1.0,0.6371505928524654,1,TEST Validatie BRUGGE Y2H22022134,Brugge,51.22632,3.24095,1,142
19,2024,11,5760.0,5760.0,17744.0,16030.0,3484.0,3093.0,150.0,133.0,0.0,0.0,3.080555555555556,2.782986111111111,720.0,7.976041666666666,0.3,18.35,84.8344819013889,75.3,72.900000324,1.6800000100000003,81.95694444444445,12.970569066847222,3.0,5.662739153722547,1.0,1,-0.5000000000000004,0.8660254037844384,27709.0,23133.0,22927.0,21071.166666666668,4888.256539912775,19748.0,17428.0,17152.666666666668,17076.833333333332,2743.382097581982,4.810590277777778,3.886592741935484,3.903709304062127,3.6002296146953405,0.8984449858830584,3.428472222222222,2.9280913978494625,2.9186977299880525,2.9170026881720426,0.5145356413240592,3363.0,3389.0,3414.0,3411.333333333333,67.08949247088147,2944.0,3027.0,3026.0,3039.833333333333,81.50460109711628,15.838263888888887,19.318884408602152,17.65144190561529,15.47776844384707,1.744880778315805,107.0,40.8,83.36666666666666,93.53333333333336,36.938642819320414,14.562979645138888,13.066437391666666,13.53140562194594,14.112710820512843,0.8948135406493605,62.91666666666666,60.48118279569893,63.22267025089605,66.45236708482676,2.906595370527675,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,1.0,-9965.0,-3718.0,-7.862222222222221,-31.700000000000003,1.1069245165315034,1.4031294308284383,33774.0,47457.0,0.0,0.1785714285714285,17775.85714285714,14885.964285714286,0.0,0.0,0.23712635411250096,0,"Brugge, Sint-Andries",Brugge,51.19286,3.16252,2,"50,51"
20,2024,11,2880.0,2880.0,3073.0,2585.0,1645.0,1737.0,27.0,18.0,0.0,0.0,1.067013888888889,0.8975694444444444,720.0,7.617638888888889,-0.55,17.65,86.10221235972223,61.0,55.99999995,3.4999999,80.25138888888888,12.266227737138887,3.0,3.489494410077344,0.0,0,-0.5000000000000004,0.8660254037844384,4671.0,5711.0,4816.333333333333,4466.166666666667,831.5800222067229,3989.0,3962.0,3730.0,3558.333333333333,425.432720885453,1.621875,1.919018817204301,1.6358310931899644,1.5245855734767024,0.2764739866659234,1.3850694444444445,1.3313172043010753,1.2682534348864996,1.2154009856630823,0.1580818680067696,1393.0,1249.0,1364.3333333333333,1405.0,104.00641005886796,1467.0,1373.0,1454.0,1493.6666666666667,75.34586916347834,15.71625,19.62755376344086,17.870828853046596,15.70416629330944,1.985771915966108,90.4,79.0,83.63333333333334,89.25,5.991939029507216,13.439862783472222,11.633177825188172,12.167153835234467,12.618811432734468,1.1069428169960795,61.09861111111111,60.56182795698925,63.11037933094385,67.0108422939068,3.958461839748792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1598.0,-1404.0,-8.098611111111111,-29.40000000000001,1.1887814313346228,1.1709701679618951,5658.0,8660.0,0.0,0.04,3730.6,3169.84,1.0,1.0,0.1000534128716755,0,Deinze teller 2,Deinze,50.96018,3.55578,1,113
21,2024,11,2880.0,2880.0,3576.0,3557.0,1541.0,1543.0,25.0,19.0,0.0,0.0,1.2416666666666667,1.2350694444444446,720.0,7.635555555555556,-0.4,17.65,86.0983433375,66.4,58.599999805,5.46,80.0375,12.324146586208334,3.0,3.104082169377126,0.0,0,-0.5000000000000004,0.8660254037844384,6079.0,8180.0,7004.666666666667,6439.0,1072.5205514736474,5346.0,7192.0,6210.0,5730.833333333333,928.6398656099134,2.110763888888889,2.7486559139784945,2.3764150238948627,2.1963522998805254,0.3320355264634587,1.85625,2.4166666666666665,2.106653225806451,1.9548816457586615,0.2849241010752017,1283.0,1133.0,1209.3333333333333,1261.3333333333333,75.0355471315652,1302.0,1140.0,1235.3333333333333,1275.8333333333333,84.71914384206991,15.758055555555554,19.662634408602152,17.877169952210277,15.698424432497012,1.973556616084976,100.3,73.1,89.06666666666666,91.86666666666667,14.204342059149775,13.800903656111112,12.173825802688173,12.642352205925926,13.101287557420102,1.0094288035002663,61.3125,60.36290322580645,63.07101254480286,66.79800627240144,3.897238338107696,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,1.0,-2503.0,-1789.0,-8.122499999999999,-33.89999999999999,1.0053415799831318,1.1371118593340817,7133.0,11425.0,0.0,0.1428571428571428,5080.142857142857,4647.809523809524,0.0,0.0,0.09483514995124838,0,Nevele,Deinze,51.0276612,3.558569,1,131
22,2024,11,5760.0,5760.0,27724.0,29896.0,3337.0,3244.0,242.0,272.0,0.0,0.0,4.813194444444445,5.190277777777778,720.0,7.478333333333333,-0.85,17.85,86.66855838611112,70.1,65.49999997,3.22,80.19027777777778,12.057307137638889,3.0,6.232881610646685,1.0,1,-0.5000000000000004,0.8660254037844384,39159.0,51358.0,53293.0,67343.83333333333,15194.192015372188,41378.0,25918.0,23822.0,13574.833333333334,18692.34410126242,6.7984375,8.62869623655914,9.02689852150538,11.498605510752688,2.4519343088227745,7.183680555555555,4.354502688172043,4.0795960274790914,2.324811454599761,3.250268902976981,3228.0,2114.0,1995.3333333333333,1362.8333333333333,1296.0807588006749,3224.0,3455.0,3587.6666666666665,3945.6666666666665,445.0846361461304,15.757083333333334,19.727016129032258,17.943467741935486,15.822453703703706,2.015390593844826,102.9,71.0,83.76666666666667,91.13333333333334,16.87611724696573,13.882908966388888,12.077768209274192,12.699182813339306,13.156029447571685,1.025562770794733,59.86805555555556,59.6518817204301,61.935857228195935,66.13829898446834,3.770299225880628,2.0,1.0,2.0,2.1666666666666665,1.0,1.0,1.0,6.0,13.0,-11435.0,-11482.0,-8.278750000000002,-32.80000000000001,0.9273481402194274,0.9463724684615012,57620.0,80537.0,0.0248333064305847,2.0,69558.95833333333,5286.083333333333,3.0,1.0,0.7924193605115712,1,Dendermonde totem,Dendermonde,51.0373312,4.102261,2,"122,125"
23,2024,11,5760.0,5760.0,9254.0,9312.0,3682.0,3643.0,71.0,71.0,0.0,0.0,1.6065972222222222,1.6166666666666667,720.0,7.062013888888888,-1.6,17.8,86.47323353333333,66.5,61.00000014399999,3.8499999,78.52083333333333,12.006750955624998,3.0,6.2033783984923865,1.0,1,-0.5000000000000004,0.8660254037844384,13846.0,13108.0,12760.666666666666,12353.5,1294.4347543747972,13627.0,12811.0,12647.0,12264.5,1071.4550853862213,2.4038194444444447,2.2022849462365595,2.1697767323775388,2.1107358870967743,0.2518751388604134,2.365798611111111,2.152385752688172,2.150270683990442,2.095342368578256,0.2165932068571587,3420.0,3471.0,3470.333333333333,3458.1666666666665,50.00333322223227,3354.0,3326.0,3366.6666666666665,3387.833333333333,48.263167460632026,15.71097222222222,19.63702956989248,17.89427120669056,15.85103457287933,1.9997596364409047,108.3,61.1,87.60000000000001,105.35,24.12861371898521,12.763251184166666,11.233541175336022,11.902618327540322,12.281750897330497,0.7826387216983574,59.00694444444444,59.90860215053763,61.41853345280765,66.07252837514935,3.425928752144556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4592.0,-4315.0,-8.648958333333331,-41.8,0.9937714776632304,1.0160710354443383,18566.0,27473.0,0.0,0.15,10903.35,10946.7,0.0,0.0,0.12862897173170243,0,Retie,Dessel,51.25467015,5.1038861,2,"134,135"
24,2024,11,5760.0,5760.0,11222.0,2994.0,2370.0,4023.0,18.0,21.0,0.0,0.0,1.9482638888888888,0.5197916666666667,720.0,7.107291666666667,-1.4,17.5,86.81348617083333,64.9,59.999999984,3.4299998700000005,78.425,11.937376704166669,3.0,4.5985598925963584,1.0,1,-0.5000000000000004,0.8660254037844384,16175.0,18201.0,17276.0,15894.5,1024.4027528272254,4056.0,4583.0,4335.666666666667,4110.5,264.9836472941927,2.8081597222222223,3.0579637096774195,2.932749029271207,2.77443310521695,0.1249031679182149,0.7041666666666667,0.7689048941237501,0.7356475095107841,0.7195943547959508,0.0324056568991214,1938.0,1729.0,1816.0,1863.1666666666667,108.8071688814654,3683.0,3663.0,3689.3333333333335,3667.8333333333335,30.00555504124606,15.726319444444446,19.70799731182796,17.983549133811234,15.931977673237752,2.0436075366934348,81.7,129.6,105.1,112.4,23.96893823263763,12.525464262777778,10.779097600537636,11.534118008784349,11.936994702594086,0.8968481246966609,58.99027777777778,58.50672043010753,60.76154420549582,65.73202658303465,3.495069193847734,0.0,1.0,0.3333333333333333,0.3333333333333333,0.5773502691896258,0.0,1.0,1.0,2.0,-4953.0,-1062.0,-8.619027777777779,-16.799999999999997,3.7481629926519706,3.9879191321499015,14216.0,20231.0,0.0,0.6923076923076923,13366.076923076924,3433.9615384615386,1.0,1.0,0.4217799827309045,1,Diest teller 1,Diest,50.977945,5.044775,2,"101,102"
31,2024,11,5760.0,5760.0,11265.0,10151.0,3579.0,3610.0,64.0,55.0,0.0,0.0,1.9557291666666667,1.762326388888889,720.0,7.546319444444445,-0.6,17.8,86.58163332777778,74.4,65.20000005,6.4399998,80.29861111111111,11.845178487777778,3.0,3.831076473773117,2.0,1,-0.5000000000000004,0.8660254037844384,13661.0,11700.0,12124.0,12038.333333333334,1374.9389077337316,12526.0,10591.0,11084.666666666666,11098.666666666666,1268.7041945754436,2.371701388888889,1.965725806451613,2.0624645310633216,2.0575828853046594,0.2739902112272504,2.1746527777777773,1.7794018817204298,1.8857265531660687,1.896968339307049,0.253107315426737,3452.0,3526.0,3509.0,3513.5,50.68530358989474,3502.0,3629.0,3549.333333333333,3557.5,69.39980787677665,15.848194444444443,19.658736559139783,17.887301373954596,15.72874365292712,1.9193212143878675,89.7,69.4,85.53333333333332,94.65,14.505975780116763,13.841871408472224,12.15869799016129,12.735180876202213,13.174420207638144,0.9587013612783152,60.55138888888889,60.29435483870968,62.19320489844685,66.59929062126642,3.0689988247686384,0.0,2.0,1.3333333333333333,1.1666666666666667,1.1547005383792517,0.0,1.0,4.0,7.0,-2396.0,-2375.0,-8.301874999999999,-15.299999999999995,1.109742882474633,1.0906115280217148,21416.0,26187.0,0.0,0.7833333333333333,9235.233333333334,8455.0,1.0,1.0,0.4971797564312416,1,Evergem 2,Evergem,51.10892,3.703075,2,"6,7"
32,2024,11,5760.0,5760.0,190.0,18922.0,5590.0,1693.0,6.0,98.0,0.0,0.0,0.0329861111111111,3.2850694444444444,720.0,7.117638888888889,-1.45,17.7,86.86756231944445,62.0,57.69999988400001,3.0100000600000008,78.8375,11.573290684583334,3.0,1.0693223898309463,0.0,0,-0.5000000000000004,0.8660254037844384,214.0,239.0,230.66666666666663,208.66666666666663,14.43375672974064,26674.0,25661.0,25008.0,24174.83333333333,2071.198445345107,0.0371527777777777,0.040154569892473,0.0391539725209079,0.0355958781362006,0.0017330854854706,4.630902777777778,4.311323924731183,4.251407556750299,4.130081391875747,0.4127282026282956,5573.0,5747.0,5691.0,5677.166666666667,102.23502335305189,1367.0,1192.0,1307.0,1400.6666666666667,99.62429422585612,15.764166666666668,19.76283602150537,18.00893369175627,15.9545299432497,2.044027950929333,103.1,110.2,105.63333333333333,115.03333333333332,3.962743157628833,12.689238890138888,11.011522823709676,11.75198425949074,12.144631468728344,0.8559956022364581,58.52638888888889,58.7258064516129,60.58003285543608,65.65154569892472,3.385783508258462,0.0,0.0,0.3333333333333333,0.1666666666666666,0.5773502691896258,0.0,0.0,1.0,1.0,-24.0,-7752.0,-8.646527777777779,-41.1,0.0100412218581545,0.0080227937317237,19112.0,26888.0,0.0,0.2962962962962963,179.33333333333334,21257.33333333333,0.0,0.0,0.1358974999571892,0,Geel teller 1,Geel,51.148115,4.996705,2,"97,98"
33,2024,11,2532.0,2532.0,3547.0,3168.0,1177.0,1241.0,14.0,18.0,0.0,0.0,1.40086887835703,1.2511848341232228,720.0,7.032638888888889,-1.95,17.3,86.49008383888889,68.5,65.80000008,1.8900000100000005,78.48333333333333,11.762437487083334,3.0,4.47316917891719,0.0,0,-0.5000000000000004,0.8660254037844384,7613.0,9203.0,8080.333333333333,7197.666666666667,976.7913458530152,6758.0,7963.0,7088.0,6194.166666666667,765.3593927038455,2.6434027777777778,3.0924059139784945,2.743589456391876,2.472406234384915,0.3110683676034293,2.3465277777777778,2.675739247311828,2.406951911589009,2.127446332735097,0.2442467315059301,1032.0,939.0,1000.0,1029.1666666666667,52.84884104689578,1062.0,919.0,1030.3333333333333,1110.6666666666667,99.35961620967224,15.746666666666668,19.90006720430108,18.06909498207885,15.98793458781362,2.119865756399584,94.6,82.8,83.39999999999999,104.36666666666666,10.912378292562906,12.50712344208333,10.647416790591398,11.452478677782258,11.844804950517473,0.9546443928556836,58.7375,57.89650537634409,60.69520609318997,66.0390531660693,4.140576324157315,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,2.0,-4066.0,-3590.0,-8.71402777777778,-26.099999999999994,1.1196338383838385,1.1265167209233502,6715.0,14371.0,0.0,0.2142857142857142,5896.25,5175.607142857143,0.0,0.0,0.12809828891252537,0,Bokrijk,Genk,50.95264,5.41001,1,49
34,2024,11,2880.0,2880.0,1626.0,1813.0,1922.0,1873.0,10.0,8.0,0.0,0.0,0.5645833333333333,0.6295138888888889,720.0,6.869930555555556,-2.1,17.25,86.91726610138889,58.3,56.29999995,1.40000003,78.0625,11.871098653041669,3.0,3.5052959436658497,2.0,1,-0.5000000000000004,0.8660254037844384,2932.0,3651.0,3307.333333333333,3151.0,360.5444956358817,3845.0,4267.0,3920.3333333333335,3560.5,315.8121804701874,1.0180555555555555,1.2268145161290325,1.1222819593787337,1.074744250298686,0.1043798170248504,1.3350694444444444,1.4338037634408602,1.3316718936678615,1.2147830794504182,0.1038723273450143,1630.0,1481.0,1561.0,1606.5,75.10659092250447,1550.0,1437.0,1502.3333333333333,1527.8333333333333,58.5348898805872,15.677638888888888,19.81209677419355,17.98405615292712,15.899643817204302,2.1083331474417584,94.4,77.3,80.80000000000003,108.16666666666669,12.231516668017658,12.95259231430556,11.10768701626344,11.907136672721029,12.28298363405466,0.9467354953864194,58.2625,57.50806451612903,60.38140681003585,65.85402479091995,4.339839462663942,1.0,3.0,1.3333333333333333,2.0,1.5275252316519468,1.0,1.0,4.0,12.0,-1306.0,-2032.0,-8.80770833333333,-36.10000000000001,0.8968560397131826,0.7625487646293888,3439.0,6777.0,0.1475579164822192,0.9166666666666666,2350.25,2518.6,0.0,0.0,0.40356058410599743,1,Genk,Genk,50.97172,5.48927,1,14
