group_id,year,month,interval_count_in,interval_count_out,total_count_in,total_count_out,zero_count_intervals_in,zero_count_intervals_out,max_interval_count_in,max_interval_count_out,min_interval_count_in,min_interval_count_out,mean_interval_count_in,mean_interval_count_out,weather_hours_available,avg_temperature_2m,min_temperature_2m,max_temperature_2m,avg_relative_humidity_2m,total_precipitation,total_rain,total_snowfall,avg_cloud_cover,rainy_days,heavy_rain_days,frost_days,storm_days,avg_wind_speed_10m,most_common_weather_code,station_to_weather_grid_km,bike_crash_count_1km_grouped,bike_crash_happened_1km_grouped,month_sin,month_cos,total_count_in_lag1,total_count_in_lag2,total_count_in_roll3_mean,total_count_in_roll6_mean,total_count_in_roll3_std,total_count_out_lag1,total_count_out_lag2,total_count_out_roll3_mean,total_count_out_roll6_mean,total_count_out_roll3_std,mean_interval_count_in_lag1,mean_interval_count_in_lag2,mean_interval_count_in_roll3_mean,mean_interval_count_in_roll6_mean,mean_interval_count_in_roll3_std,mean_interval_count_out_lag1,mean_interval_count_out_lag2,mean_interval_count_out_roll3_mean,mean_interval_count_out_roll6_mean,mean_interval_count_out_roll3_std,zero_count_intervals_in_lag1,zero_count_intervals_in_lag2,zero_count_intervals_in_roll3_mean,zero_count_intervals_in_roll6_mean,zero_count_intervals_in_roll3_std,zero_count_intervals_out_lag1,zero_count_intervals_out_lag2,zero_count_intervals_out_roll3_mean,zero_count_intervals_out_roll6_mean,zero_count_intervals_out_roll3_std,avg_temperature_2m_lag1,avg_temperature_2m_lag2,avg_temperature_2m_roll3_mean,avg_temperature_2m_roll6_mean,avg_temperature_2m_roll3_std,total_precipitation_lag1,total_precipitation_lag2,total_precipitation_roll3_mean,total_precipitation_roll6_mean,total_precipitation_roll3_std,avg_wind_speed_10m_lag1,avg_wind_speed_10m_lag2,avg_wind_speed_10m_roll3_mean,avg_wind_speed_10m_roll6_mean,avg_wind_speed_10m_roll3_std,avg_cloud_cover_lag1,avg_cloud_cover_lag2,avg_cloud_cover_roll3_mean,avg_cloud_cover_roll6_mean,avg_cloud_cover_roll3_std,rainy_days_lag1,rainy_days_lag2,rainy_days_roll3_mean,rainy_days_roll6_mean,rainy_days_roll3_std,heavy_rain_days_lag1,heavy_rain_days_lag2,heavy_rain_days_roll3_mean,heavy_rain_days_roll6_mean,heavy_rain_days_roll3_std,frost_days_lag1,frost_days_lag2,frost_days_roll3_mean,frost_days_roll6_mean,frost_days_roll3_std,storm_days_lag1,storm_days_lag2,storm_days_roll3_mean,storm_days_roll6_mean,storm_days_roll3_std,bike_crash_count_1km_grouped_lag1,bike_crash_count_1km_grouped_lag2,bike_crash_count_1km_grouped_roll3_mean,bike_crash_count_1km_grouped_roll6_mean,bike_crash_count_1km_grouped_roll3_std,bike_crash_happened_1km_grouped_lag1,bike_crash_happened_1km_grouped_lag2,bike_crash_count_1km_grouped_roll3_sum,bike_crash_count_1km_grouped_roll6_sum,total_count_in_change_lag1,total_count_out_change_lag1,avg_temperature_2m_change_lag1,total_precipitation_change_lag1,in_out_ratio,in_out_ratio_lag1,total_count_sum,total_count_sum_lag1,bike_crashes_per_1000_cyclists_lag1,group_avg_bike_crash_count_history,group_avg_total_count_in_history,group_avg_total_count_out_history,target_bike_crash_count_next_month_1km_grouped,target_bike_crash_happened_next_month_1km_grouped,predicted_probability,predicted_label,group_name,gemeente,group_lat,group_long,member_site_count,member_site_ids
11,2024,11,2880.0,2880.0,3512.0,3811.0,1525.0,1393.0,24.0,26.0,0.0,0.0,1.2194444444444446,1.3232638888888888,720.0,7.047430555555555,-2.0,17.15,86.07984586527778,57.1,53.89999994,2.24000004,78.11111111111111,113.0,0.0,31.0,0.0,11.975990266875,3.0,3.3052204711940285,1.0,1,-0.5000000000000004,0.8660254037844384,5157.0,6232.0,5943.666666666667,6004.0,689.3172951067761,5503.0,6531.0,6210.0,6218.5,613.1419085334089,1.7328629032258065,2.1638888888888888,2.0204674432497014,2.0414277180406213,0.2490731290383826,1.8491263440860213,2.267708333333333,2.111077508960573,2.1144451911589006,0.2283024332395907,1346.0,1198.0,1198.6666666666667,1173.6666666666667,147.0011337824759,1228.0,1146.0,1132.0,1124.8333333333333,103.7111372997134,12.612701612903226,15.727847222222222,16.07621789127838,16.266574074074075,3.650191038399601,92.7,86.9,83.89999999999999,97.86666666666666,10.622617379911532,11.017336901330646,12.291908212916663,11.274904387612006,10.9435081387612,0.915800563360426,71.1989247311828,58.85138888888889,62.7161439665472,65.0209453405018,7.355952098699987,127.0,168.0,136.0,158.33333333333334,28.58321185591295,0.0,0.0,0.3333333333333333,0.1666666666666666,0.5773502691896256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1645.0,-1692.0,-5.565271057347672,-35.6,0.9215429021254264,0.9371252044339452,7323.0,10660.0,0.0,0.1269841269841269,3523.8888888888887,3931.3333333333335,0.0,0.0,0.04011190549170432,0,Bilzen,Bilzen,50.86015,5.50161,1,21
12,2024,11,5760.0,5760.0,20410.0,25037.0,3004.0,2011.0,83.0,94.0,0.0,0.0,3.5434027777777786,4.346701388888889,720.0,7.264722222222223,-0.55,17.75,86.3271319875,67.8,63.60000005,2.9400000100000008,79.1361111111111,117.0,0.0,6.0,0.0,11.740525270930556,3.0,4.850220908451066,0.0,0,-0.5000000000000004,0.8660254037844384,26528.0,26066.0,24818.33333333333,25322.5,2571.522182158534,31256.0,31791.0,29832.0,26465.5,2941.9505434320617,4.456989247311828,4.525347222222222,4.21840651135006,4.304876045400239,0.4736719080414664,5.251344086021505,5.519270833333334,5.071443772401434,4.4993811603942655,0.5598905500655522,3016.0,2814.0,2867.333333333333,2947.6666666666665,130.45050146830943,1851.0,1721.0,1793.0,2362.5,66.12110101926648,12.34119623655914,15.717361111111112,15.89767771804062,16.109995519713262,3.649981819160681,73.0,110.7,85.96666666666668,104.13333333333333,21.42809682014091,12.301963927822582,13.62610842233333,12.596705491351251,12.2867541569941,0.9182239128922334,65.56317204301075,59.230555555555554,61.66690561529271,64.03565561529271,3.409402402976538,118.0,175.0,132.66666666666666,157.66666666666666,37.23349746308205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,1.0,-6118.0,-6219.0,-5.076474014336918,-5.200000000000003,0.8151935135998722,0.8487330432556949,45447.0,57784.0,0.0,0.3333333333333333,20614.285714285717,19222.015873015876,0.0,0.0,0.15375329237733273,0,Brasschaat 2,Brasschaat,51.275075,4.471955,2,"2,3"
13,2024,11,5760.0,5760.0,8038.0,176.0,2988.0,5607.0,44.0,4.0,0.0,0.0,1.3954861111111112,0.0305555555555555,720.0,7.248402777777779,-0.55,17.7,86.26231986944444,69.6,61.69999984399999,5.53000001,78.83611111111111,126.0,0.0,5.0,0.0,12.30208193422222,3.0,5.265163489847196,0.0,0,-0.5000000000000004,0.8660254037844384,11806.0,13127.0,13605.666666666666,13544.5,2080.7119775051337,323.0,358.0,381.6666666666667,362.5,73.4188894858355,1.9835349462365592,2.2789930555555555,2.3104035991636795,2.30116207437276,0.3436522378699779,0.0542674731182795,0.0621527777777777,0.064792413381123,0.0615731406810035,0.0120633349740342,2648.0,2429.0,2391.0,2399.0,277.9550323343687,5721.0,5475.0,5597.333333333333,5599.5,123.00541993478488,12.304569892473118,15.69875,15.875456989247311,16.0730230734767,3.66243917707452,65.5,112.5,80.63333333333333,102.36666666666667,27.608935751552053,12.466343435510751,13.712776347499998,12.778511866335124,12.448055167349684,0.8238029939915321,66.04166666666667,59.32222222222222,61.74853643966548,64.12459677419355,3.728469514512853,120.0,161.0,127.0,154.0,31.09662361093239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3768.0,-147.0,-5.05616711469534,4.099999999999994,45.67045454545455,36.55108359133127,8214.0,12129.0,0.0,0.0357142857142857,10858.5,257.7142857142857,0.0,0.0,0.046483139305775696,0,Brecht teller 1,Brecht,51.357455,4.62426,2,"90,91"
14,2024,11,2880.0,2880.0,7576.0,6561.0,1471.0,1483.0,207.0,105.0,0.0,0.0,2.6305555555555555,2.278125,720.0,6.853472222222222,-1.75,17.35,86.70492340138888,65.5,57.699999924,5.4599999,75.82222222222222,110.0,0.0,35.0,0.0,12.453347170055556,3.0,4.06765995385609,0.0,0,-0.5000000000000004,0.8660254037844384,9869.0,12402.0,10211.666666666666,9805.833333333334,2040.6926111821317,9342.0,11320.0,9760.333333333334,9347.833333333334,1398.2497392573864,3.31619623655914,4.30625,3.477643369175628,3.3382560483870964,0.7608402990526999,3.1391129032258065,3.9305555555555554,3.3219459378733567,3.180960648148148,0.5408878275365241,1322.0,1218.0,1221.3333333333333,1198.1666666666667,99.04207859962024,1261.0,1122.0,1138.3333333333333,1142.0,115.37041792995896,12.346774193548388,15.85958333333333,16.05666666666667,16.298534199522102,3.812256808937162,78.0,103.6,86.03333333333332,104.08333333333331,15.231655633362166,10.953059518534946,12.591074551527774,11.496048959823774,11.250431030785542,0.9483307680348132,69.35215053763442,56.75972222222222,61.61524790919953,64.00675029868579,6.772670265764457,118.0,149.0,124.66666666666669,148.33333333333334,21.77919496522605,0.0,1.0,0.3333333333333333,0.5,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3333333333333333,1.5,1.5275252316519472,0.0,1.0,4.0,9.0,-2293.0,-2781.0,-5.493301971326166,-12.5,1.1547020271300106,1.0564119032327124,14137.0,19211.0,0.0,0.925925925925926,9274.462962962964,8010.648148148148,0.0,0.0,0.1145131793092196,0,Bree,Bree,51.13679500160176,5.597669323604317,1,25
15,2024,11,2880.0,2880.0,11073.0,9624.0,962.0,865.0,102.0,58.0,0.0,0.0,3.8447916666666666,3.341666666666667,720.0,7.863472222222222,0.1,18.1,85.3406098236111,69.3,64.599999899,3.29,80.66527777777777,125.0,0.0,0.0,0.0,12.962929546486112,3.0,4.1494720440161785,0.0,0,-0.5000000000000004,0.8660254037844384,14911.0,14055.0,13965.333333333334,13377.833333333334,993.5392963206502,11836.0,11693.0,11596.0,11099.666666666666,300.4812806149324,5.010416666666667,4.880208333333333,4.745127688172043,4.993052237848622,0.3527894969767985,3.9771505376344094,4.060069444444444,3.940162037037037,4.160787426752404,0.1420603066944571,840.0,834.0,792.0,718.0,77.99999999999982,795.0,757.0,730.0,649.0,81.90848551890136,12.42271505376344,15.813194444444443,15.914232377538829,15.850858348267622,3.5431169300356258,62.9,101.8,68.06666666666665,77.66666666666667,31.469720896972305,13.13493206626344,14.955536604833332,13.875369979075268,13.507489920742833,0.9566670895695404,67.27150537634408,63.02222222222223,63.69647550776585,65.20292712066906,3.290133799633184,134.0,160.0,129.66666666666666,147.5,32.715949219506605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3838.0,-2212.0,-4.559242831541218,6.399999999999999,1.1505610972568578,1.2598006083136195,20697.0,26747.0,0.0,0.1111111111111111,9225.73015873016,8103.650793650793,0.0,0.0,0.0906310048121375,0,Brugge,Brugge,51.17416,3.20048,1,20
16,2024,11,2880.0,2880.0,12102.0,2175.0,813.0,1719.0,74.0,26.0,0.0,0.0,4.202083333333333,0.7552083333333334,720.0,7.976041666666666,0.3,18.35,84.8344819013889,75.3,72.900000324,1.6800000100000003,81.95694444444445,138.0,0.0,0.0,0.0,12.970569066847222,3.0,1.5398657994115967,0.0,0,-0.5000000000000004,0.8660254037844384,14483.0,15244.0,14975.666666666666,14712.5,427.228666329154,3191.0,4737.0,3633.3333333333335,6174.166666666667,962.0552652178258,4.866599462365591,5.293055555555555,5.089060633213859,4.99977038530466,0.2138269197391797,1.072244623655914,1.6447916666666669,1.2385640681003585,2.0951388888888887,0.3537223076449945,816.0,758.0,758.6666666666666,743.8333333333334,57.00292390161636,1601.0,1318.0,1469.3333333333333,1285.1666666666667,142.52134343084674,12.396706989247312,15.838263888888887,15.851285095579447,15.77117794205496,3.4611070801297488,72.8,107.0,73.53333333333333,84.91666666666667,33.10609208791233,12.771266226008064,14.562979645138888,13.466894420937876,13.193486243620669,0.9606422946617116,67.72715053763442,62.91666666666666,63.708333333333336,64.86962365591397,3.687284124206332,140.0,172.0,139.66666666666666,157.16666666666666,32.50128202599602,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.8333333333333334,0.577350269189626,1.0,1.0,2.0,5.0,-2381.0,-1016.0,-4.420665322580645,2.5,5.564137931034483,4.538702601065497,14277.0,17674.0,0.0565802874278601,0.9333333333333332,14843.766666666666,12870.566666666668,0.0,0.0,0.13500003985457326,0,Brugge,Brugge,51.22632,3.24095,1,52
17,2024,11,5760.0,5760.0,1834.0,18209.0,5184.0,1748.0,79.0,43.0,0.0,0.0,0.3184027777777777,3.1612847222222222,720.0,7.976041666666666,0.3,18.35,84.8344819013889,75.3,72.900000324,1.6800000100000003,81.95694444444445,138.0,0.0,0.0,0.0,12.970569066847222,3.0,2.055502357518507,0.0,0,-0.5000000000000004,0.8660254037844384,6987.0,4513.0,4969.0,3176.0,1833.044462090323,28935.0,30592.0,30819.33333333333,29107.166666666668,2007.67635173933,1.173891129032258,0.7835069444444442,0.8432702359617682,0.5391269041218637,0.3051603400401556,4.861391129032258,5.311111111111111,5.235088112305854,4.945758661887694,0.3420809353679134,4876.0,4706.0,4783.0,4925.833333333333,86.12200647918269,1582.0,1513.0,1449.0,1455.3333333333333,174.0603343671415,12.396706989247312,15.838263888888887,15.851285095579447,15.77117794205496,3.461107080129758,72.8,107.0,73.53333333333333,84.91666666666667,33.10609208791233,12.771266226008064,14.562979645138888,13.466894420937876,13.193486243620669,0.9606422946617116,67.72715053763442,62.91666666666666,63.708333333333336,64.86962365591397,3.687284124206339,140.0,172.0,139.66666666666666,157.16666666666666,32.50128202599602,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.8333333333333334,0.5773502691896267,0.0,1.0,1.0,5.0,-5153.0,-10726.0,-4.420665322580645,2.5,0.1007194244604316,0.2414722654224987,20043.0,35922.0,0.0,0.7241379310344828,2073.793103448276,23227.72413793104,1.0,1.0,0.542345294181287,1,Brugge teller 1,Brugge,51.23019,3.22809,2,"53,54"
18,2023,10,2976.0,2976.0,91461.0,83978.0,21.0,18.0,286.0,280.0,0.0,0.0,30.732862903225808,28.218413978494624,193.0,10.982901554404144,7.65,14.8,88.07903999481866,41.7,41.7,0.0,80.39896373056995,82.0,0.0,0.0,0.0,16.624781681865286,3.0,1.5398657994115967,2.0,1,-0.8660254037844386,0.5000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.089106670794732,,175439.0,,,,,,2.0,1.0,0.9346142315584158,1,TEST Validatie BRUGGE Y2H22022134,Brugge,51.22632,3.24095,1,142
19,2024,11,5760.0,5760.0,17744.0,16030.0,3484.0,3093.0,150.0,133.0,0.0,0.0,3.080555555555556,2.782986111111111,720.0,7.976041666666666,0.3,18.35,84.8344819013889,75.3,72.900000324,1.6800000100000003,81.95694444444445,138.0,0.0,0.0,0.0,12.970569066847222,3.0,5.662739153722547,1.0,1,-0.5000000000000004,0.8660254037844384,21689.0,27709.0,24177.0,22046.33333333333,3142.8572987013026,18371.0,19748.0,18515.666666666668,17708.166666666668,1166.7460449186567,3.643985215053764,4.810590277777778,4.113722744922343,3.749285020908005,0.6155752364950482,3.0865255376344085,3.428472222222222,3.1476963859020306,3.009461805555555,0.2557374568934432,3507.0,3363.0,3419.6666666666665,3430.5,76.74199198178837,3016.0,2944.0,2995.6666666666665,3023.6666666666665,45.081407845506746,12.396706989247312,15.838263888888887,15.851285095579447,15.77117794205496,3.4611070801297488,72.8,107.0,73.53333333333333,84.91666666666667,33.10609208791233,12.771266226008064,14.562979645138888,13.466894420937876,13.193486243620669,0.9606422946617116,67.72715053763442,62.91666666666666,63.708333333333336,64.86962365591397,3.687284124206332,140.0,172.0,139.66666666666666,157.16666666666666,32.50128202599602,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3945.0,-2341.0,-4.420665322580645,2.5,1.1069245165315034,1.180610745196233,33774.0,40060.0,0.0,0.1666666666666666,18065.666666666668,15099.2,0.0,0.0,0.14286291770338028,0,"Brugge, Sint-Andries",Brugge,51.19286,3.16252,2,"50,51"
20,2024,11,2880.0,2880.0,3073.0,2585.0,1645.0,1737.0,27.0,18.0,0.0,0.0,1.067013888888889,0.8975694444444444,720.0,7.617638888888889,-0.55,17.65,86.10221235972223,61.0,55.99999995,3.4999999,80.25138888888888,111.0,0.0,8.0,0.0,12.266227737138887,3.0,3.489494410077344,0.0,0,-0.5000000000000004,0.8660254037844384,4242.0,4671.0,4874.666666666667,4598.666666666667,755.380919360116,3476.0,3989.0,3809.0,3669.6666666666665,288.7022687822176,1.4254032258064515,1.621875,1.6554323476702508,1.5626736111111112,0.2485128964556141,1.168010752688172,1.3850694444444445,1.2947991338112306,1.2475694444444445,0.1130433369153705,1465.0,1393.0,1369.0,1394.6666666666667,109.9818166789404,1590.0,1467.0,1476.6666666666667,1490.1666666666667,108.82248542159525,12.548454301075267,15.71625,15.964086021505375,16.023503584229392,3.546051229139669,57.0,90.4,75.46666666666667,81.23333333333333,16.978025012743156,11.763195574166666,13.439862783472222,12.278745394275685,11.85323539583632,1.0076563637388047,65.63172043010752,61.09861111111111,62.43071983273595,65.01358273596178,2.785109990093149,125.0,148.0,124.66666666666669,143.5,23.50177298276314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1169.0,-891.0,-4.930815412186378,4.0,1.1887814313346228,1.220368239355581,5658.0,7718.0,0.0,0.0384615384615384,3750.269230769231,3181.6153846153848,1.0,1.0,0.5128257548547206,1,Deinze teller 2,Deinze,50.96018,3.55578,1,113
21,2024,11,2880.0,2880.0,3576.0,3557.0,1541.0,1543.0,25.0,19.0,0.0,0.0,1.2416666666666667,1.2350694444444446,720.0,7.635555555555556,-0.4,17.65,86.0983433375,66.4,58.599999805,5.46,80.0375,121.0,0.0,6.0,0.0,12.324146586208334,3.0,3.104082169377126,0.0,0,-0.5000000000000004,0.8660254037844384,5228.0,6079.0,6495.666666666667,6519.166666666667,1519.4684377549067,4942.0,5346.0,5826.666666666667,5830.0,1199.5438021736977,1.756720430107527,2.110763888888889,2.205380077658304,2.2144283900836323,0.5026909273336052,1.6606182795698925,1.85625,1.9778449820788528,1.9800888590203105,0.3924172468915915,1437.0,1283.0,1284.3333333333333,1265.6666666666667,152.00438590163574,1419.0,1302.0,1287.0,1281.5,140.1035331460274,12.499126344086022,15.758055555555554,15.973272102747911,16.009470952807646,3.5866001406953614,64.6,100.3,79.33333333333333,85.48333333333333,18.648413694824857,12.080828149153223,13.800903656111112,12.685185869317502,12.289176301028974,0.9673581424252854,66.25537634408602,61.3125,62.64359318996416,64.97019862604539,3.163726706384097,127.0,160.0,131.33333333333334,148.33333333333334,26.76440422152769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,1.0,-1652.0,-1385.0,-4.863570788530466,1.8000000000000114,1.0053415799831318,1.057871307163092,7133.0,10170.0,0.0,0.1363636363636363,5086.863636363636,4661.181818181818,0.0,0.0,0.08872715543352268,0,Nevele,Deinze,51.0276612,3.558569,1,131
22,2024,11,5760.0,5760.0,27724.0,29896.0,3337.0,3244.0,242.0,272.0,0.0,0.0,4.813194444444445,5.190277777777778,720.0,7.478333333333333,-0.85,17.85,86.66855838611112,70.1,65.49999997,3.22,80.19027777777778,117.0,0.0,12.0,0.0,12.057307137638889,3.0,6.232881610646685,1.0,1,-0.5000000000000004,0.8660254037844384,35256.0,39159.0,41924.333333333336,61850.66666666666,8399.637035808963,37302.0,41378.0,34866.0,19524.83333333333,8012.706908404924,5.923387096774194,6.7984375,7.116840277777778,10.51202303614098,1.3804744228428774,6.267137096774194,7.183680555555555,5.935106780167264,3.32298013739546,1.4435182540178548,3425.0,3228.0,2922.333333333333,1803.5,706.9330472776987,3345.0,3224.0,3341.333333333333,3718.0,115.5436425483171,12.531048387096774,15.757083333333334,16.005049283154122,16.117211768219832,3.604386670426317,66.0,102.9,79.96666666666665,87.16666666666667,20.017575610780995,12.157960987903223,13.882908966388888,12.706212721188768,12.349464840879628,1.01983736965123,66.48521505376344,59.86805555555556,62.001717443249696,64.25296445639187,3.8843269557749256,122.0,151.0,123.33333333333331,145.83333333333334,27.02468007827907,0.0,0.0,0.3333333333333333,0.1666666666666666,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.6666666666666667,2.1666666666666665,0.5773502691896271,1.0,1.0,5.0,13.0,-7532.0,-7406.0,-5.052715053763442,4.099999999999994,0.9273481402194274,0.9451503940807464,57620.0,72558.0,0.027564155572094,2.0,68186.84,6566.72,3.0,1.0,0.9201670126272803,1,Dendermonde totem,Dendermonde,51.0373312,4.102261,2,"122,125"
23,2024,11,5760.0,5760.0,9254.0,9312.0,3682.0,3643.0,71.0,71.0,0.0,0.0,1.6065972222222222,1.6166666666666667,720.0,7.062013888888888,-1.6,17.8,86.47323353333333,66.5,61.00000014399999,3.8499999,78.52083333333333,108.0,0.0,21.0,0.0,12.006750955624998,3.0,6.2033783984923865,1.0,1,-0.5000000000000004,0.8660254037844384,12189.0,13846.0,13047.666666666666,12785.833333333334,830.1459710998672,11916.0,13627.0,12784.666666666666,12681.166666666666,855.8039105620677,2.047883064516129,2.4038194444444447,2.2179958183990447,2.174416629330944,0.1784875353272553,2.002016129032258,2.365798611111111,2.1734001642771803,2.1565580197132617,0.1827994192761203,3610.0,3420.0,3500.333333333333,3480.6666666666665,98.33785300347772,3606.0,3354.0,3428.6666666666665,3413.1666666666665,154.21197532400984,12.309744623655918,15.71097222222222,15.885915471923536,16.12301747311828,3.666773789900088,68.7,108.3,79.36666666666667,99.65000000000002,25.34350672920648,11.480576126330645,12.763251184166666,11.825789495277776,11.561905672482828,0.8212078788918444,68.15188172043011,59.00694444444444,62.355809438470736,64.40779569892474,5.039750696017862,119.0,156.0,124.33333333333331,150.0,29.36551265231609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2935.0,-2604.0,-5.24773073476703,-2.200000000000003,0.9937714776632304,1.0229103726082578,18566.0,24105.0,0.0,0.1428571428571428,10964.57142857143,10992.857142857143,0.0,0.0,0.05161479224923506,0,Retie,Dessel,51.25467015,5.1038861,2,"134,135"
24,2024,11,5760.0,5760.0,11222.0,2994.0,2370.0,4023.0,18.0,21.0,0.0,0.0,1.9482638888888888,0.5197916666666667,720.0,7.107291666666667,-1.4,17.5,86.81348617083333,64.9,59.999999984,3.4299998700000005,78.425,111.0,0.0,21.0,0.0,11.937376704166669,3.0,4.5985598925963584,1.0,1,-0.5000000000000004,0.8660254037844384,15724.0,16175.0,16700.0,16402.0,1319.3183846213915,3919.0,4056.0,4186.0,4208.5,350.5695366114971,2.641801075268817,2.8081597222222223,2.83597483572282,2.847864071465457,0.2094709883820785,0.6611989483116393,0.7041666666666667,0.7114235030340187,0.7334110776627054,0.0542184373287094,2092.0,1938.0,1919.6666666666667,1853.0,182.1931209824703,3855.0,3683.0,3733.6666666666665,3655.5,105.5525145760785,12.489717741935484,15.726319444444446,15.974678166069296,16.20961581541219,3.615543047487763,93.5,81.7,101.6,110.8,24.956161563830232,11.195287969395162,12.525464262777778,11.499949944236858,11.224669833303464,0.91217504840454,70.68010752688173,58.99027777777778,62.725701911589006,64.69514635603345,6.892958976127173,122.0,164.0,131.33333333333334,153.33333333333334,29.143323992525893,0.0,0.0,0.6666666666666666,0.6666666666666666,1.1547005383792517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1666666666666666,0.5773502691896258,0.0,0.0,1.0,1.0,-4502.0,-925.0,-5.3824260752688176,-28.599999999999994,3.7481629926519706,4.012248022454708,14216.0,19643.0,0.0,0.6666666666666666,13453.407407407409,3451.925925925926,1.0,1.0,0.6515414607327046,1,Diest teller 1,Diest,50.977945,5.044775,2,"101,102"
31,2024,11,5760.0,5760.0,11265.0,10151.0,3579.0,3610.0,64.0,55.0,0.0,0.0,1.9557291666666667,1.762326388888889,720.0,7.546319444444445,-0.6,17.8,86.58163332777778,74.4,65.20000005,6.4399998,80.29861111111111,135.0,0.0,9.0,0.0,11.845178487777778,3.0,3.831076473773117,2.0,1,-0.5000000000000004,0.8660254037844384,13556.0,13661.0,12972.333333333334,12559.5,1103.1229910274585,12367.0,12526.0,11828.0,11553.5,1074.2192513635166,2.27755376344086,2.371701388888889,2.204993652927121,2.135410132915173,0.2124918130473436,2.0777889784946235,2.1746527777777773,2.01061454599761,1.9643891875746715,0.2060100021710259,3629.0,3452.0,3535.6666666666665,3522.6666666666665,88.89506922958742,3651.0,3502.0,3594.0,3560.6666666666665,80.43009387039265,12.505376344086022,15.848194444444443,16.004102449223417,16.03395683990442,3.579227719920072,63.0,89.7,74.03333333333332,85.55,13.939990435195282,12.02639126922043,13.841871408472224,12.675653555951314,12.359849481165623,1.0121384918850351,67.24327956989248,60.55138888888889,62.69634109916368,64.73520758661887,3.9398608754857247,138.0,150.0,131.0,148.0,23.30236039546202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.1547005383792532,0.0,0.0,2.0,6.0,-2291.0,-2216.0,-4.959056899641577,11.400000000000006,1.109742882474633,1.0961429611061697,21416.0,25923.0,0.0,0.7777777777777778,9312.920634920634,8530.15873015873,1.0,1.0,0.7112023242139147,1,Evergem 2,Evergem,51.10892,3.703075,2,"6,7"
