model,feature,importance
catboost_regressor,site_avg_crash_count_history,9.166975150475677
catboost_regressor,station_to_weather_grid_km,8.299081684990732
catboost_regressor,site_id,5.32855997757214
catboost_regressor,crash_count_500m_roll6_sum,4.895306484845115
catboost_regressor,crash_count_500m_roll6_mean,2.2283357207362
catboost_regressor,zero_count_intervals_out,2.2279961904408285
catboost_regressor,total_precipitation_roll3_std,2.184628106246262
catboost_regressor,total_count_in,1.9375320803846972
catboost_regressor,total_precipitation_roll6_mean,1.9229303807392808
catboost_regressor,crash_count_500m,1.851886912243343
catboost_regressor,mean_interval_count_in,1.8198267072548953
catboost_regressor,total_count_sum,1.74628560364965
catboost_regressor,in_out_ratio,1.7104752737241247
catboost_regressor,total_count_out,1.640798478907223
catboost_regressor,site_avg_total_count_in_history,1.5655846508011135
catboost_regressor,avg_wind_speed_10m,1.4936802410176633
catboost_regressor,avg_relative_humidity_2m,1.4053284292410158
catboost_regressor,year,1.3649757357508547
catboost_regressor,zero_count_intervals_out_roll6_mean,1.33735158034573
catboost_regressor,avg_temperature_2m_roll6_mean,1.2109304108145387
catboost_regressor,crash_happened_500m,1.202682789878691
catboost_regressor,avg_cloud_cover_roll3_std,1.1593430845272674
catboost_regressor,crash_count_500m_roll3_sum,1.126253727421973
catboost_regressor,avg_wind_speed_10m_roll3_std,1.1205183366628955
catboost_regressor,avg_wind_speed_10m_roll6_mean,1.1047645948321856
catboost_regressor,max_temperature_2m,1.062316137773455
catboost_regressor,total_precipitation_roll3_mean,1.052481279684558
catboost_regressor,total_count_in_roll3_mean,1.0395086070058743
catboost_regressor,mean_interval_count_out_roll3_mean,1.0309045420727836
catboost_regressor,crash_count_500m_roll3_mean,1.0253030117854753
catboost_regressor,min_temperature_2m,1.011288992372171
catboost_regressor,in_out_ratio_lag1,0.9862370339448125
catboost_regressor,avg_cloud_cover_roll6_mean,0.957896195589594
catboost_regressor,site_avg_total_count_out_history,0.9386418487310335
catboost_regressor,zero_count_intervals_in,0.8854216015308197
catboost_regressor,mean_interval_count_out_roll6_mean,0.7814548106565349
catboost_regressor,avg_temperature_2m_roll3_std,0.7616206849638387
catboost_regressor,mean_interval_count_out,0.7517647987505935
catboost_regressor,avg_cloud_cover,0.7365788421683156
catboost_regressor,zero_count_intervals_in_lag1,0.7303387000874775
catboost_regressor,total_precipitation,0.7163888024919183
catboost_regressor,avg_cloud_cover_lag2,0.7135746045153368
catboost_regressor,total_count_sum_lag1,0.6883511598726046
catboost_regressor,avg_temperature_2m_lag1,0.6851862713749151
catboost_regressor,zero_count_intervals_in_roll3_mean,0.6778277136596408
catboost_regressor,total_count_out_roll6_mean,0.6685006229662503
catboost_regressor,avg_wind_speed_10m_lag1,0.6623026234729593
catboost_regressor,zero_count_intervals_in_roll6_mean,0.6358090221200257
catboost_regressor,avg_cloud_cover_roll3_mean,0.6331420146330805
catboost_regressor,avg_wind_speed_10m_roll3_mean,0.6047124355544778
catboost_regressor,total_precipitation_lag1,0.5943559781976137
catboost_regressor,avg_temperature_2m_roll3_mean,0.5852677247945691
